"rfid","project_name","date","library","QC_pass","location_on_tscc","user","library_name","date_samples_submitted","date_sequenced","date_data_returned","run_id_number","type_of_run","type_of_lib_prep","number_of_pools","lane_number_s","project","for_palmer_lab_member","ave_number_of_reads_lane_m","full_run_id","notes","igm_billed_yet","project_details","sequencing_facility_name","sex","coatcolor","organism","strain","comments"
"376","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","F",NA,"rat",NA,NA
"377","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","F",NA,"rat",NA,NA
"378","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","F",NA,"rat",NA,NA
"379","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"380","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"381","u01_huda_akil",NA,"UMich2redo",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich02",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"382","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"383","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"384","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"385","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","F",NA,"rat",NA,NA
"386","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","F",NA,"rat",NA,NA
"387","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","F",NA,"rat",NA,NA
"388","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","F",NA,"rat",NA,NA
"389","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","F",NA,"rat",NA,NA
"390","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","F",NA,"rat",NA,NA
"391","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"392","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"393","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"394","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"395","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"396","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"397","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"398","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","F",NA,"rat",NA,NA
"399","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","F",NA,"rat",NA,NA
"400","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","F",NA,"rat",NA,NA
"401","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","F",NA,"rat",NA,NA
"402","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"403","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"404","u01_huda_akil",NA,"UMich2redo",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich02",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"405","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"406","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"407","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"408","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","F",NA,"rat",NA,NA
"409","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","F",NA,"rat",NA,NA
"410","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","F",NA,"rat",NA,NA
"411","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","F",NA,"rat",NA,NA
"412","u01_huda_akil",NA,"UMich2redo",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich02",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","F",NA,"rat",NA,NA
"413","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","F",NA,"rat",NA,NA
"414","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"415","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"416","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"417","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"418","u01_huda_akil",NA,"UMich2redo",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich02",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"419","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"420","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","F",NA,"rat",NA,NA
"421","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","F",NA,"rat",NA,NA
"422","u01_huda_akil",NA,"UMich2redo",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich02",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","F",NA,"rat",NA,NA
"423","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","F",NA,"rat",NA,NA
"424","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","F",NA,"rat",NA,NA
"425","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","F",NA,"rat",NA,NA
"426","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"427","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"428","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"429","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"430","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"431","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"432","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"433","u01_huda_akil",NA,"UMich2redo",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich02",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","M",NA,"rat",NA,NA
"434","u01_huda_akil",NA,"UMich4",NA,"/projects/ps-palmer/rcheng/wgs/coreC/vcfs/ZF","Riyan","UMich04",2020-01-16,2020-02-21,2020-02-28,"0069","NovaSeq S4","WGS",1,NA,"UMich2-8, zebrafish, Riptide01-03 (NovaSeq01)","Hannah",NA,"200221_A00953_0069_BH5T5LDSXY","960 samples for NovaSeq (they will do a MiSeq nano test run first)","yes","NovaSeq01","IGM","F",NA,"rat",NA,NA
